PassengerId,Passenger_group,HomePlanet_Europa,HomePlanet_Mars,CryoSleep,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Cabin_deck,Cabin_num,Cabin_side,Transported
0045,01,0,1,0,0,1,21.0,0,970.0,0.0,180.0,0.0,64.0,F,10,P,0
0051,01,0,0,0,0,1,56.0,0,0.0,112.0,0.0,1379.0,127.0,E,2,S,0
0053,01,0,0,0,0,1,25.0,0,0.0,0.0,1938.0,0.0,1.0,F,11,S,1
0056,01,1,0,0,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,A,1,S,1
0056,02,1,0,1,0,1,38.0,0,0.0,0.0,0.0,0.0,0.0,A,1,S,1
0056,03,1,0,0,0,1,27.0,0,279.0,605.0,3374.0,286.0,3.0,A,1,S,1
0058,01,0,0,1,1,0,36.0,0,0.0,0.0,0.0,0.0,0.0,G,7,S,0
0061,01,0,0,0,0,1,22.0,0,45.0,1096.0,148.0,1377.0,1.0,F,12,S,0
0062,01,0,0,0,0,1,62.0,0,0.0,592.0,0.0,17.0,25.0,F,13,S,0
0066,01,0,0,0,0,1,62.0,0,1.0,153.0,197.0,0.0,460.0,G,6,P,0
0067,01,0,0,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,G,10,S,1
0067,02,0,0,0,0,1,18.0,0,1.0,258.0,446.0,0.0,0.0,G,10,S,1
0067,03,0,0,0,0,0,21.0,0,1946.0,37.0,0.0,0.0,24.0,F,15,S,0
0070,01,0,0,0,0,1,19.0,0,190.0,0.0,5.0,1.0,726.0,F,13,P,0
0071,01,0,0,0,0,1,17.0,0,16.0,2165.0,0.0,0.0,52.0,F,14,P,0
0072,01,0,0,0,0,1,14.0,0,0.0,1.0,0.0,0.0,1063.0,F,17,S,0
0073,01,0,1,0,1,0,37.0,0,46.0,83.0,738.0,0.0,12.0,D,3,P,0
0074,01,1,0,0,0,1,42.0,0,1.0,8397.0,0.0,0.0,506.0,C,3,S,1
0076,01,0,1,0,0,1,27.0,0,147.0,0.0,1018.0,0.0,0.0,F,18,S,1
0077,01,0,1,0,0,1,28.0,0,14.0,0.0,1295.0,0.0,0.0,F,15,P,1
0078,01,1,0,0,0,1,38.0,0,0.0,5840.0,0.0,321.0,9654.0,C,4,S,0
0081,01,0,0,1,0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,G,13,S,0
0082,01,0,1,0,0,1,42.0,0,7406.0,0.0,0.0,0.0,0.0,F,16,P,0
0082,02,0,1,1,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,F,16,P,1
0084,01,0,0,0,0,1,24.0,0,688.0,0.0,0.0,0.0,17.0,G,14,S,1
0085,01,1,0,1,0,1,40.0,0,0.0,0.0,0.0,0.0,0.0,C,5,S,1
0086,01,0,0,0,0,1,43.0,0,211.0,0.0,0.0,638.0,513.0,F,17,P,0
0088,01,0,1,1,1,0,45.0,0,0.0,0.0,0.0,0.0,0.0,E,5,S,1
0090,01,0,0,1,0,1,35.0,0,0.0,0.0,0.0,0.0,0.0,G,15,S,1
0091,02,0,0,0,0,1,27.0,0,1.0,697.0,31.0,188.0,0.0,F,20,S,0
0092,01,0,0,0,0,1,19.0,0,0.0,0.0,670.0,1.0,34.0,G,9,P,0
0092,03,0,0,1,0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,G,9,P,1
0097,01,1,0,0,0,1,54.0,0,0.0,1208.0,0.0,3.0,637.0,A,2,S,0
0098,01,0,0,0,0,1,26.0,0,0.0,856.0,5.0,32.0,0.0,G,11,P,0
0098,02,0,0,0,0,1,26.0,0,0.0,2811.0,957.0,0.0,87.0,G,11,P,1
0099,01,0,0,0,1,0,23.0,0,311.0,427.0,526.0,37.0,0.0,F,19,P,0
0102,01,0,0,0,0,1,18.0,0,0.0,0.0,0.0,830.0,91.0,F,23,S,0
0103,02,0,0,1,0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,G,18,S,1
0103,03,0,0,1,0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,G,18,S,0
0107,01,0,1,0,0,1,21.0,0,1743.0,5.0,17.0,0.0,0.0,D,2,S,0
0108,01,0,0,1,0,1,23.0,0,0.0,0.0,0.0,0.0,0.0,G,19,S,0
0110,03,1,0,0,0,1,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,B,5,P,1
0110,04,1,0,1,0,1,28.0,0,0.0,0.0,0.0,0.0,0.0,B,5,P,1
0111,01,1,0,1,0,1,29.0,0,0.0,0.0,0.0,0.0,0.0,E,6,S,1
0112,01,1,0,0,0,0,48.0,1,0.0,2537.0,87.0,17.0,13.0,B,1,S,1
0113,01,0,0,0,0,1,64.0,0,0.0,0.0,804.0,0.0,0.0,F,23,P,1
0114,01,0,0,0,0,1,27.0,0,82.0,157.0,429.0,238.0,1.0,G,20,S,0
0116,01,1,0,0,0,1,33.0,0,1.0,2223.0,0.0,12.0,404.0,D,4,P,1
0119,02,1,0,1,0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,A,0,P,1
0122,01,0,0,0,0,1,29.0,0,0.0,0.0,0.0,699.0,74.0,G,21,S,0
0123,01,0,0,0,0,1,18.0,0,55.0,597.0,49.0,0.0,1.0,F,27,P,0
0126,01,0,1,1,0,1,67.0,0,0.0,0.0,0.0,0.0,0.0,F,27,S,1
0127,01,0,1,0,0,1,35.0,0,701.0,0.0,296.0,0.0,25.0,E,7,S,0
0128,01,0,1,0,0,1,61.0,1,2353.0,334.0,9.0,316.0,2.0,D,3,S,0
0128,02,0,1,0,0,1,45.0,0,2103.0,6.0,0.0,0.0,0.0,E,8,S,0
0133,01,0,1,1,0,1,19.0,0,0.0,0.0,0.0,0.0,0.0,F,29,S,1
0133,02,0,1,0,0,1,36.0,0,2738.0,0.0,0.0,0.0,0.0,D,5,S,0
0134,01,0,0,0,0,1,19.0,0,0.0,14.0,730.0,0.0,0.0,G,17,P,1
0138,01,0,0,1,0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,G,18,P,1
0139,01,1,0,1,0,0,35.0,0,0.0,0.0,0.0,0.0,0.0,C,6,S,1
0140,01,0,0,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,G,19,P,1
0140,02,0,0,0,0,1,26.0,0,440.0,0.0,0.0,0.0,462.0,F,29,P,0
0144,01,0,0,0,0,1,20.0,0,0.0,420.0,210.0,0.0,0.0,F,31,S,1
0146,01,0,0,0,0,1,56.0,0,0.0,0.0,0.0,0.0,0.0,G,25,S,0
0147,01,0,0,1,0,1,50.0,0,0.0,0.0,0.0,0.0,0.0,G,26,S,1
0148,01,0,1,0,0,1,42.0,0,1072.0,0.0,10.0,0.0,76.0,F,31,P,0
0151,01,0,0,1,0,0,38.0,0,0.0,0.0,0.0,0.0,0.0,G,20,P,0
0160,01,0,0,0,0,1,22.0,0,4119.0,0.0,0.0,0.0,61.0,G,22,P,0
0163,01,1,0,1,0,1,26.0,0,0.0,0.0,0.0,0.0,0.0,B,8,P,1
0163,02,1,0,1,0,1,17.0,0,0.0,0.0,0.0,0.0,0.0,B,8,P,1
0164,02,0,0,1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,G,28,S,0
0167,01,0,1,1,0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,F,35,S,1
0167,02,0,1,0,0,1,27.0,0,1365.0,0.0,48.0,22.0,137.0,F,35,S,0
0169,01,0,0,1,0,1,31.0,0,0.0,0.0,0.0,0.0,0.0,G,23,P,0
0170,01,0,0,0,0,1,24.0,0,0.0,0.0,0.0,221.0,567.0,E,10,S,0
0171,01,0,0,1,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,G,30,S,1
0172,01,0,0,1,0,1,32.0,0,0.0,0.0,0.0,0.0,0.0,G,24,P,1
0174,01,0,0,0,0,0,21.0,0,287.0,0.0,16.0,115.0,175.0,F,38,P,0
0177,01,1,0,0,0,1,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,B,2,S,0
0178,01,0,1,0,0,1,38.0,0,3414.0,0.0,161.0,28.0,119.0,D,6,S,0
0179,01,0,0,0,0,1,19.0,0,1.0,219.0,673.0,2.0,11.0,G,26,P,1
0179,02,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,G,26,P,0
0179,03,0,0,0,0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,G,26,P,1
0181,01,0,0,0,0,1,20.0,0,0.0,0.0,3.0,299.0,92.0,G,27,P,0
0182,01,1,0,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,C,3,P,1
0183,01,0,0,0,0,1,37.0,0,17.0,146.0,426.0,0.0,232.0,F,36,S,1
0186,01,0,0,0,0,1,25.0,0,62.0,0.0,0.0,0.0,956.0,G,28,P,0
0188,01,0,0,1,0,1,56.0,0,0.0,0.0,0.0,0.0,0.0,G,31,S,1
0189,01,0,0,0,0,0,49.0,0,84.0,3.0,401.0,202.0,98.0,E,8,P,0
0192,01,0,0,1,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,G,29,P,1
0192,02,0,0,0,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,G,29,P,0
0192,03,0,0,0,0,1,39.0,0,0.0,0.0,10.0,898.0,0.0,G,29,P,0
0193,01,0,1,1,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,F,41,P,1
0193,03,0,1,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,F,41,P,1
0195,01,0,1,0,0,1,39.0,0,406.0,0.0,867.0,0.0,0.0,F,42,P,1
0196,01,0,1,0,1,0,25.0,0,1052.0,0.0,719.0,0.0,7.0,D,5,P,0
0197,01,1,0,0,0,1,36.0,0,0.0,972.0,0.0,795.0,575.0,C,5,P,0
0199,01,0,0,1,0,1,18.0,0,0.0,0.0,0.0,0.0,0.0,G,33,S,0
0200,01,0,0,1,0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,G,31,P,1
0201,01,1,0,1,0,1,35.0,0,0.0,0.0,0.0,0.0,0.0,B,3,S,1
0201,02,1,0,1,0,1,47.0,0,0.0,0.0,0.0,0.0,0.0,B,3,S,1
0202,01,1,0,1,0,0,45.0,0,0.0,0.0,0.0,0.0,0.0,B,9,P,1
0203,01,1,0,1,0,1,51.0,0,0.0,0.0,0.0,0.0,0.0,C,8,S,1
0205,01,0,0,0,0,1,29.0,0,0.0,2.0,66.0,0.0,705.0,G,34,S,0
0207,01,0,0,1,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,G,32,P,0
0211,01,0,1,0,0,1,29.0,0,902.0,1.0,137.0,0.0,0.0,F,44,P,1
0211,02,0,1,1,0,1,11.0,0,0.0,0.0,0.0,0.0,0.0,F,44,P,1
0211,03,0,1,0,0,1,17.0,0,848.0,0.0,307.0,182.0,0.0,F,44,P,0
0212,01,0,0,0,0,1,13.0,0,192.0,0.0,0.0,51.0,739.0,E,9,P,0
0212,02,0,0,0,0,1,35.0,0,147.0,188.0,0.0,10.0,387.0,F,45,P,0
0213,01,0,0,0,0,1,21.0,0,367.0,281.0,0.0,0.0,146.0,F,46,P,0
0216,01,0,0,0,0,0,21.0,0,0.0,56.0,0.0,0.0,1918.0,F,40,S,0
0217,01,0,0,0,0,1,38.0,0,1517.0,0.0,0.0,27.0,0.0,F,47,P,0
0219,01,0,0,1,0,1,19.0,0,0.0,0.0,0.0,0.0,0.0,G,36,P,1
0220,01,0,0,1,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,G,37,P,1
0220,02,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,G,37,P,1
0220,03,0,0,1,0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,G,37,P,0
0220,05,0,0,0,0,1,16.0,0,0.0,3.0,0.0,0.0,1099.0,F,48,P,0
0220,06,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,G,37,P,0
0220,07,0,0,1,0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,G,37,P,1
0221,01,0,1,0,0,0,21.0,0,2237.0,0.0,119.0,0.0,0.0,E,13,S,0
0221,02,0,1,0,0,1,23.0,0,1215.0,80.0,1.0,2.0,0.0,E,13,S,0
0221,03,0,1,0,0,1,33.0,0,1933.0,12.0,188.0,1.0,0.0,E,13,S,0
0221,04,0,1,1,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,E,13,S,1
0221,05,0,1,0,0,1,41.0,0,1230.0,0.0,301.0,43.0,1023.0,E,13,S,0
0221,06,0,1,0,0,1,16.0,0,915.0,0.0,221.0,234.0,0.0,E,13,S,0
0221,07,0,1,1,0,1,42.0,0,0.0,0.0,0.0,0.0,0.0,E,13,S,0
0222,01,0,1,0,0,1,20.0,0,1406.0,0.0,0.0,11.0,0.0,F,41,S,0
0222,02,0,1,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,F,41,S,1
0222,03,0,1,1,0,1,16.0,0,0.0,0.0,0.0,0.0,0.0,E,14,S,1
0223,01,0,0,0,0,1,21.0,0,0.0,2.0,665.0,0.0,9.0,G,35,S,0
0224,01,0,1,0,0,1,32.0,1,181.0,0.0,5.0,1634.0,0.0,F,42,S,0
0225,01,0,0,1,1,0,58.0,0,0.0,0.0,0.0,0.0,0.0,G,38,P,1
0229,01,0,0,0,0,1,24.0,0,4.0,7.0,0.0,713.0,79.0,F,43,S,0
0231,01,0,1,0,0,1,30.0,0,85.0,0.0,1.0,1720.0,0.0,F,44,S,0
0233,01,0,1,0,0,1,32.0,0,56.0,0.0,256.0,1438.0,0.0,F,45,S,0
0237,01,1,0,1,0,1,42.0,0,0.0,0.0,0.0,0.0,0.0,B,11,P,1
0240,01,0,1,1,0,1,35.0,0,0.0,0.0,0.0,0.0,0.0,F,52,P,1
0243,01,0,0,1,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,G,37,S,0
0245,01,1,0,0,0,0,46.0,0,0.0,3571.0,0.0,0.0,7.0,C,6,P,1
0245,02,1,0,0,0,1,33.0,0,0.0,86.0,796.0,584.0,10912.0,C,6,P,0
0246,01,0,1,0,0,1,21.0,0,2947.0,0.0,287.0,27.0,0.0,D,8,P,0
0248,01,1,0,0,0,1,33.0,0,0.0,1.0,0.0,8620.0,1063.0,C,10,S,0
0252,01,0,0,0,0,1,30.0,0,335.0,695.0,541.0,0.0,0.0,F,53,P,0
0253,01,0,0,0,0,1,29.0,0,272.0,615.0,0.0,0.0,1.0,G,42,P,0
0254,01,0,0,0,0,1,21.0,0,702.0,172.0,408.0,2.0,6.0,F,54,P,1
0255,01,1,0,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,A,3,S,1
0257,02,0,1,1,0,1,60.0,0,0.0,0.0,0.0,0.0,0.0,F,49,S,1
0258,01,0,0,0,0,1,22.0,0,0.0,0.0,313.0,299.0,92.0,F,50,S,0
0260,01,1,0,0,0,1,26.0,0,0.0,4810.0,0.0,981.0,2054.0,E,16,S,0
0261,01,0,0,0,0,1,26.0,0,66.0,29.0,0.0,0.0,803.0,F,56,P,0
0263,01,0,0,1,0,1,28.0,0,0.0,0.0,0.0,0.0,0.0,G,43,P,1
0267,01,0,0,0,0,1,13.0,0,118.0,0.0,0.0,754.0,1.0,F,51,S,0
0269,01,0,0,0,0,0,47.0,0,0.0,231.0,592.0,0.0,0.0,F,52,S,1
0270,01,0,0,0,0,1,63.0,0,0.0,25.0,128.0,0.0,1240.0,F,59,P,0
0277,01,0,0,0,0,0,50.0,0,44.0,2390.0,0.0,53.0,0.0,F,61,P,1
0278,02,0,0,0,0,1,45.0,0,0.0,97.0,0.0,14.0,333.0,G,45,P,0
0281,01,0,0,0,0,1,19.0,0,0.0,0.0,2078.0,0.0,0.0,F,63,P,1
0282,01,0,0,0,0,1,21.0,0,0.0,918.0,0.0,0.0,0.0,F,54,S,1
0283,01,0,0,1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,G,46,P,1
0283,02,0,0,0,0,1,22.0,0,146.0,654.0,1.0,0.0,2.0,F,64,P,1
0285,01,1,0,1,0,1,14.0,0,0.0,0.0,0.0,0.0,0.0,E,16,P,1
0285,02,1,0,1,0,0,42.0,0,0.0,0.0,0.0,0.0,0.0,E,16,P,1
0286,01,0,0,0,0,0,57.0,0,3.0,1281.0,29.0,162.0,13.0,F,65,P,0
0287,02,1,0,0,0,1,28.0,0,0.0,587.0,32.0,6.0,1460.0,B,12,P,0
0288,01,0,0,0,0,0,19.0,0,0.0,0.0,0.0,0.0,828.0,F,55,S,0
0289,01,1,0,1,0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,C,12,S,1
0290,01,1,0,0,0,0,26.0,0,0.0,4458.0,0.0,1157.0,262.0,B,7,S,1
0290,02,1,0,1,0,1,17.0,0,0.0,0.0,0.0,0.0,0.0,B,7,S,1
0290,04,1,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,B,7,S,1
0291,01,1,0,0,0,1,40.0,0,0.0,6500.0,88.0,1090.0,0.0,D,10,S,1
0297,01,0,0,0,0,1,24.0,0,90.0,2.0,1324.0,17.0,0.0,G,47,P,1
0298,01,1,0,1,0,0,57.0,0,0.0,0.0,0.0,0.0,0.0,A,3,P,1
0302,01,0,0,0,0,1,23.0,0,0.0,0.0,15.0,0.0,1370.0,F,67,P,0
0304,01,1,0,0,0,1,28.0,0,0.0,422.0,0.0,1851.0,5166.0,E,18,S,0
0305,01,1,0,0,0,0,23.0,0,0.0,584.0,0.0,20.0,2469.0,C,7,P,0
0306,01,0,0,0,0,1,23.0,0,368.0,175.0,259.0,1.0,101.0,E,19,S,0
0307,01,0,0,0,0,1,18.0,0,0.0,0.0,1359.0,0.0,0.0,F,59,S,1
0309,01,0,0,0,0,1,18.0,0,1194.0,0.0,157.0,6.0,0.0,F,60,S,0
0313,01,0,0,0,1,0,60.0,0,7.0,540.0,1.0,0.0,4.0,F,68,P,1
0313,03,0,0,0,0,0,49.0,0,331.0,0.0,0.0,318.0,0.0,F,68,P,1
0313,04,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,G,50,P,1
0314,01,0,0,0,0,0,26.0,0,386.0,0.0,74.0,0.0,1330.0,G,51,P,0
0322,01,0,0,1,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,G,45,S,0
0324,01,0,0,1,0,0,43.0,0,0.0,0.0,0.0,0.0,0.0,G,53,P,0
0326,01,0,0,1,0,1,29.0,0,0.0,0.0,0.0,0.0,0.0,G,47,S,0
0330,01,1,0,0,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,C,14,S,1
0330,03,1,0,0,0,1,33.0,0,443.0,317.0,0.0,148.0,1260.0,C,14,S,0
0331,01,0,0,0,0,1,25.0,0,0.0,0.0,251.0,0.0,552.0,F,72,P,0
0333,01,0,1,1,0,0,29.0,0,0.0,0.0,0.0,0.0,0.0,F,73,P,1
0334,01,0,1,0,0,1,29.0,0,5715.0,2.0,211.0,1476.0,0.0,F,62,S,0
0336,01,0,0,0,0,1,44.0,0,695.0,1.0,16.0,0.0,0.0,F,74,P,0
0337,01,0,1,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,F,63,S,1
0337,02,0,1,0,0,1,19.0,0,417.0,349.0,634.0,3.0,1057.0,F,63,S,1
0340,01,1,0,1,0,0,38.0,0,0.0,0.0,0.0,0.0,0.0,B,10,S,1
0341,01,0,0,1,1,0,5.0,0,0.0,0.0,0.0,0.0,0.0,G,57,P,0
0343,01,0,0,0,1,0,31.0,0,121.0,0.0,0.0,274.0,907.0,F,76,P,0
0345,01,0,1,1,0,1,30.0,0,0.0,0.0,0.0,0.0,0.0,E,21,S,0
0346,01,0,0,1,0,0,15.0,0,0.0,0.0,0.0,0.0,0.0,G,59,P,1
0347,01,0,1,0,0,1,27.0,0,434.0,0.0,1434.0,0.0,0.0,F,64,S,0
0348,01,0,1,0,0,1,22.0,0,142.0,2876.0,202.0,3.0,0.0,D,12,P,1
0350,01,0,0,1,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,G,60,P,1
0352,01,0,1,0,0,1,23.0,0,2001.0,0.0,2975.0,0.0,0.0,F,78,P,0
0356,01,1,0,1,0,0,36.0,0,0.0,0.0,0.0,0.0,0.0,B,15,P,1
0358,01,0,0,1,0,1,50.0,0,0.0,0.0,0.0,0.0,0.0,G,50,S,1
0358,02,0,0,1,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,G,50,S,1
0359,01,0,0,0,1,0,26.0,0,148.0,0.0,453.0,0.0,88.0,F,66,S,0
0360,01,0,0,0,0,1,15.0,0,358.0,212.0,33.0,0.0,112.0,F,67,S,0
0361,01,0,0,0,0,0,33.0,0,0.0,36.0,0.0,280.0,417.0,F,68,S,1
0368,01,0,1,0,0,1,26.0,0,2832.0,107.0,4447.0,15.0,4.0,F,82,P,0
0368,02,0,1,1,0,1,61.0,0,0.0,0.0,0.0,0.0,0.0,F,82,P,1
0369,01,0,0,0,0,1,24.0,0,0.0,0.0,592.0,177.0,58.0,G,53,S,1
0370,01,0,0,0,0,1,30.0,0,0.0,95.0,0.0,441.0,1023.0,F,83,P,0
0371,01,0,1,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,F,84,P,1
0373,01,0,0,1,0,1,41.0,0,0.0,0.0,0.0,0.0,0.0,G,62,P,0
0375,01,0,0,0,0,1,20.0,0,0.0,0.0,558.0,0.0,230.0,E,22,P,0
0376,01,0,0,0,0,1,22.0,0,116.0,0.0,786.0,6.0,0.0,G,54,S,1
0377,01,1,0,0,0,0,63.0,0,0.0,1068.0,0.0,176.0,8188.0,C,15,S,0
0378,01,1,0,0,0,0,18.0,0,17.0,215.0,4.0,5132.0,697.0,B,11,S,0
0378,02,1,0,1,0,0,21.0,0,0.0,0.0,0.0,0.0,0.0,B,11,S,1
0378,03,1,0,0,0,1,79.0,0,5649.0,235.0,7.0,2579.0,2175.0,B,11,S,0
0378,04,1,0,1,0,1,56.0,0,0.0,0.0,0.0,0.0,0.0,B,11,S,1
0378,05,1,0,1,0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,B,11,S,1
0378,06,1,0,0,0,1,33.0,0,0.0,2491.0,6.0,1173.0,1059.0,B,11,S,0
0378,07,1,0,1,0,1,32.0,0,0.0,0.0,0.0,0.0,0.0,B,11,S,1
0379,01,0,0,0,0,1,31.0,0,198.0,0.0,591.0,0.0,164.0,G,63,P,1
0381,01,1,0,1,0,0,18.0,0,0.0,0.0,0.0,0.0,0.0,B,16,P,1
0383,01,0,0,0,0,1,28.0,0,82.0,773.0,0.0,3693.0,140.0,G,55,S,0
0383,02,0,0,1,1,0,34.0,0,0.0,0.0,0.0,0.0,0.0,G,55,S,0
0384,01,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,G,56,S,1
0384,02,0,0,0,0,1,14.0,0,3.0,0.0,881.0,25.0,0.0,G,56,S,1
0385,01,0,0,0,0,1,23.0,0,13.0,747.0,0.0,0.0,128.0,G,65,P,0
0387,01,0,0,1,0,1,49.0,0,0.0,0.0,0.0,0.0,0.0,G,66,P,0
0388,01,0,0,1,0,1,14.0,0,0.0,0.0,0.0,0.0,0.0,G,57,S,0
0389,01,0,0,0,0,1,18.0,0,391.0,44.0,356.0,0.0,0.0,E,23,P,0
0391,01,1,0,0,1,0,27.0,1,69.0,5728.0,0.0,0.0,987.0,C,9,P,1
0392,01,0,0,0,0,1,48.0,0,0.0,111.0,0.0,1508.0,0.0,E,24,P,0
0395,01,1,0,0,0,0,31.0,1,0.0,11003.0,552.0,8157.0,5688.0,B,17,P,0
0395,02,1,0,0,0,0,61.0,0,1.0,608.0,0.0,3835.0,1.0,B,17,P,0
0396,01,0,0,1,0,1,18.0,0,0.0,0.0,0.0,0.0,0.0,G,59,S,1
0397,01,0,1,1,0,1,45.0,0,0.0,0.0,0.0,0.0,0.0,F,69,S,1
0398,01,0,1,0,0,1,22.0,0,28.0,420.0,36.0,6011.0,3.0,D,13,S,0
